Tweet,message,match,polarity,positives,negatives
2536,RT @king_damy: Someone from Mexico = Mexican;Someone from Nigeria =Nigerian ;Someone from Ghana = Ghanaian ;Someone from Brazil = Brazilian ,NA,neutral,0,0
2537,RT @TrueNorthCentre: The govt is now denying ever having been consulted by the Wilfrid Laurier University academic who created the controve ,denying,negative,0,1
2538,"@JustinTrudeau;Respected Prime minister;Am Dileep from India ;I have a dream, visit canada and learn your country  ",NA,neutral,0,0
2539,"RT @4girls20: Congrats to my niece, Carey! So excited to watch you keep doing big things! Go Bulldogs! ",excited,positive,1,0
2540,"RT @NigeriaMFA: The meeting discussed ways to improve Nigeria-Canada bilateral economic relations especially in the areas of trade, educati ",improve,positive,1,0
2541,RT @GuilfordMBB: Your Quakers check in at #19 in the @d3hoops Top 25! This week we get our season started v. #6 Emory University in Ragan-B ,top,positive,1,0
2542,RT @VeteransENG_CA: The annual Senate Ceremony of Remembrance officially launches Veterans  Week and honours the courage and valour of thos ,courage,positive,1,0
2543,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2544,RT @Lelee702: University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"awesome, great",positive,2,0
2545,RT @OneFamouxx_: We are Twitta University;For:;*Online Social Media Marketing Firm ;*Online Promo;*Event Publicity;*Fun Trends;We dey for y ,NA,neutral,0,0
2546,RT @VeteransENG_CA: @VictoriaJacobs Thanks for joining #CanadaRemembers. We'll remind you on 11/11 to remember Canada's Veterans. ,NA,neutral,0,0
2547,#Somaliland #Gov t Announces $50k #Support to school of #journalism at #University of #Hargeisa ,NA,neutral,0,0
2548,RT @tleehumphrey: The time is right for Canada to join the US or you can kiss what s left of our economy goodbye from forestry to oil &amp; gas ,right,positive,1,0
2549,UNBC appoints climate change and water security #Research chair in ... ; #British  ,NA,neutral,0,0
2550,RT @BlaszczykBrock: Rest easy brother let there be no more pain. I remember when I went to Afghanistan damn near every car and business win ,"easy, damn, win",positive,2,1
2551,RT @TateRodemaker: Honored to receive an offer from the University of Pittsburgh!! #GoPanthers @BardenJaylon @TeeDenson ,honored,positive,1,0
2552,"Canada promoted 'unicorn poutine' on Twitter, and now we may be separatists? ;;#yeg #UnicornPoutine  ",NA,neutral,0,0
2553,This will be a CRITICAL piece of analysis for the #potstocks sector by the Professor of Pot  @ScottW_Grizzle ;;A pr  ,critical,negative,0,1
2554,RT @PlaysTrumpCard: Hey @TeamTrump @parscale @TimMurtaugh ;University of Ky student newspaper.;Let the kids come in and learn a thing or tw ,NA,neutral,0,0
2555,"Yes, #thenewgreandeal must come, but not from the #politicians. They are completely overstrained. It has to start b  ",NA,neutral,0,0
2556,RT @emmanuelhende17: Blessed and honored to receive an offer to Penn State University!  #PennState @coachseider @genevacoschools @jimbobstr ,honored,positive,1,0
2557,"RT @RealTimeWWII: US papers report ""Lord Halifax's aplomb was unshaken by the barrage""; British peer: ""I am only jealous that in America th ",jealous,negative,0,1
2558,"RT @PeaceDove305: Does anybody know how it s going today in Canada?  #TrudeaMustGo , but will it happen? ",NA,neutral,0,0
2559,RT @VeteransENG_CA: The annual Senate Ceremony of Remembrance officially launches Veterans  Week and honours the courage and valour of thos ,courage,positive,1,0
2560,RT @tleehumphrey: The time is right for Canada to join the US or you can kiss what s left of our economy goodbye from forestry to oil &amp; gas ,right,positive,1,0
2561,"Aramark is looking for teammates like you. See our latest #CustomerService job openings, including ""Food Service Wo  ",like,positive,1,0
2562,RT @kara_kirsten: NEW: All three of @yaf's exclusive @benshapiro fall campus lectures have SOLD OUT. Students are tired of hearing leftist ,"fall, tired",negative,0,2
2563,"It could be worse. In my country of birth, there are no full-blooded Indigenous people. My great grandmother who wo  ",great,positive,1,0
2564,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2565,what tha ef.... plz nooo,NA,neutral,0,0
2566,RT @CHPPD_APHA: #2019DayofAction going on now in the Quorum at the University City. Stop by and get info on #HousingAndHealth and how you c ,NA,neutral,0,0
2567,RT @HeatherMallick: So not a great place to meet girls then. ,great,positive,1,0
2568,RT @Robertoburlew: Extremely blessed to say I ve received an offer from Duquesne University  #GoDukes ,NA,neutral,0,0
2569,RT @nashhboogie: This is a Bloomsburg University student who works for the football team! This video is so disgusting and another reason wh ,"works, disgusting",neutral,1,1
2570,NO GOOGLING ALLOWED. DO THIS USING YOUR OWN BRAIN POWER.   EVERY ANSWER MUST START WITH THE FIRST LETTER OF YOUR MI  ,NA,neutral,0,0
2571,Canada needs at least 5 more.  We had a great one here in Ontario but the old white male machine couldn t abide by  ,great,positive,1,0
2572,"CHVSE FOREVER ""ONE DAY"" VIDEO NOW AVAILABLE  ON YOUTUBE  BROKEN CRAYONS STILL COLOR "" is n  ","available, broken",neutral,1,1
2573,@SCAC_Sports Men s Soccer Championship bracket is set! @acsoccer plays Friday at 11:00am against Southwestern Unive  ,NA,neutral,0,0
2574,Toronto police aiming to buy full-body scanner by early 2020 to cut back on strip searches -  ,NA,neutral,0,0
2575,@brexitparty_uk @Nigel_Farage You said that for the referendum - stay or have Norway / Canada type deals. Now you s  ,NA,neutral,0,0
2576,RT @DemetriusHarmon: Philadelphia 76er Tobias Harris in a You Matter University crewneck ,NA,neutral,0,0
2577,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2578,RT @JoeTrezz: Orioles first baseman Chris Davis and his wife Jill today gave $3 million to the University of Maryland s Children s Hospital ,NA,neutral,0,0
2579,RT @VeteransFR_CA: 1/2 La C r monie annuelle du Souvenir au S nat donne officiellement le coup d envoi   la Semaine des v t rans et rend ho ,NA,neutral,0,0
2580,RT @KapamilyaTFC: Let your non-Filipino speaking friends feel the KILEGZ too!   ;;Watch #IsaPaWithFeelings with English subtitles in the U ,NA,neutral,0,0
2581,"@marc25662 @oakentersagain Marc, ik ben het vaak met je eens maar je kan niet zomaar zeggen dat iets is aangestoken  ",NA,neutral,0,0
2582,RT @wesfresh23: I had an amazing official visit at the university of Illinois this past weekend. Thank you @UICoachClark and @LovieSmith fo ,"amazing, thank",positive,2,0
2583,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2584,Trade demand incoming,NA,neutral,0,0
2585,"RT @NBCNewYork: #RECALL: Mann Packing Co., Inc. announced the voluntary recall of a series of vegetable products sold to select retailers i ",NA,neutral,0,0
2586,"RT @VeteransFR_CA: 2/2 Cette ann e, nous soulignons le 75e anniversaire de la participation du Canada   la campagne d Italie. #LeCanadaseso ",NA,neutral,0,0
2587,"RT @CanadaAnitta: ""It s the alley West of Ossington, North of Queen. Also thanks to the empowering @anitta who s album Kisses inspired this ",NA,neutral,0,0
2588,"RT @Essama_yves: 8ans au Canada, les parents d cident qu'il est temps pour lui de rentrer au pays. On demande o  sont les dipl mes, m me la ",NA,neutral,0,0
2589,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2590,@cptnwillie @ShawnnKehr  ;Here in Canada some opt to vote by mail as well . Our federal elections are paper bal  ,well,positive,1,0
2591,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2592,"2/ In an effort to police research e disagrees with, McInnes: ;;Weaponized my university s complaint system in an e  ","disagrees, complaint",negative,0,2
2593,@Canada @SeeTorontoNow @cityoftoronto @OntarioTravel ,NA,neutral,0,0
2594,RT @BkennedyBarbara: Now if only Canada would follow the USA lead! ,NA,neutral,0,0
2595,RT @sairasameerarao: Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,NA,neutral,0,0
2596,"RT @Puglaas: To my dear friend, @ElizabethMay... Gilakas la 4 your service as the leader of the @CanadianGreens. I know your passion, deter ",deter,negative,0,1
2597,Arkkkkk   #fail #toronto,NA,neutral,0,0
2598,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2599,"The ALVMA is sponsoring the  rst Alabama Veterinary Economic Forum on Sat., Nov. 9, 2019 at the Auburn University C  ",NA,neutral,0,0
2600,"Hemimysis anomala, or bloody red shrimp: @penn_state students find invasive species of shrimp in Pennsylvania secti  ","bloody, invasive",negative,0,2
2601,RT @TheFanAttic2: @Wyndtree @MizzPittman @PRINZESKIM @sahilkapur Not to mention the question of quality and availability of care. If Canada ,NA,neutral,0,0
2602,Ontario PC Youth Association Wikipedia article edited anonymously from Royal Bank of Canada  ,NA,neutral,0,0
2603,"RT @kikatalks: if you feel that one of  your friends has distanced themselves away from you it s not bc they hate you, it could be bc they ",hate,negative,0,1
2604,RT @doctorinigo: Continuing expanding horizons..For the next 12 months I ll be doing this post-graduate program @ Harvard &amp; will get my ass ,NA,neutral,0,0
2605,"RT @TheMetalBender: @officialgbegbin Good Sir, pls with a third class what's the chance of traveling to Canada and which program is advisab ",good,positive,1,0
2606,"my mom just said that ""single payer is worse"" and then said that she knows it is because my grandfather got great c  ",great,positive,1,0
2607,RT @MBrojak: @EddieHearn talk at Worcester College Oxford University. ,NA,neutral,0,0
2608,"HMSHost is hiring in Enfield, NS, Canada! Click the link in our bio to apply: Hot Foods Cook - 510500 #Cook #CookJobs",hot,positive,1,0
2609,More nonsense about having the  party  elect the premier or prime minister. Who are these people? Please return to  ,"nonsense, premier",neutral,1,1
2610,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2611,WHAT THE FUCK. Like QC ain t enough ,"like, enough",positive,2,0
2612,RT @sairasameerarao: Louis CK &amp; Harry Weinstein have sexually assaulted dozens of women and are out and about. ;;Ralph Northam &amp; Justin Tru ,NA,neutral,0,0
2613,RT @emmanuelhende17: Blessed and honored to receive an offer to Penn State University!  #PennState @coachseider @genevacoschools @jimbobstr ,honored,positive,1,0
2614,RT @SimmerJonny: When Discover University was finally announced!! ,NA,neutral,0,0
2615,I use @Dingtone to make FREE calls. #Canada #DancingBrasil;,free,positive,1,0
2616,"RT @AlwynFJH: Twitter I'm only telling you this b/c in the Referendum my flatmates were from NZ, Canada &amp; Australia and NONE of them knew t ",NA,neutral,0,0
2617,"Hey there! I need help raising money for the TV station at my university. Just giving $1 can help in many ways, so  ",NA,neutral,0,0
2618,RT @HumHum83: I m blocked by @BnaiBrithCanada but someone remind them that brave Canadian politicians called for the release of Nelson Mand ,brave,positive,1,0
2619,RT @Canada: Go chasing waterfalls (and rivers and lakes) on the West Coast in Little #QualicumFalls Provincial Park! This British Columbia ,NA,neutral,0,0
2620,"RT @NYAMHistory: Did you know insulin wasn't available commercially until 1923? Eli Lilly and Co., collaborating with researchers from the ",available,positive,1,0
2621,RT @CH_Gallois: Pour les grands r veurs qui n ont toujours pas compris qu une Europe de La D fense est une D fense sous domination am ricai ,NA,neutral,0,0
2622,"RT @HeraldSports: University of Miami lands 5-star basketball recruit from Washington, D.C. ",NA,neutral,0,0
2623,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2624,the bathrooms in the university center be the damn nastiest,damn,negative,0,1
2625,2021 top-100 DE Travion Ford visited #illini over the weekend ,NA,neutral,0,0
2626,La #SemaineDeLaPolice est une excellente occasion pour des  changes avec des coll gues de l'@ONU_fr ! ;;Merci   ,NA,neutral,0,0
2627,RT @OilsandsAction: Where are all the environmental groups when Saudi oil tankers arrive?;;Global oil demand is growing. Benching Canada hu ,NA,neutral,0,0
2628,RT @__katherineex: Twitter university be holding it down ,NA,neutral,0,0
2629,RT @RobDhanu: No easy answers in the privacy versus safety debate. #roadsafety #criminallaw #criminaldefence #searchandseizure #charter htt ,easy,positive,1,0
2630,RT @TransportAction: @belairdirect The best kind of car to see Canada from is still the dome car. @VIA_Rail @rmountaineer,best,positive,1,0
2631,RT @xmiabia: I hate to say it I hope I don t sound ridiculous I don t know who this bird is. Sorry to this bird. ,"hate, ridiculous, sorry",negative,0,3
2632,RT @Kebru13: Jeff;#IranianRefugeesInTurkey need support for #HelpSaraForCure she's 15 yr old w auto-immune disease lacking proper medical c ,"support, lacking, proper",positive,2,1
2633,RT @stpaulshomeec: ,NA,neutral,0,0
2634,"Brave comrades who airs the voices of the oppressed ends up depressed themselves. Fikirini Jacobs, the President of  ","brave, depressed",neutral,1,1
2635,Day One   - Summary @ University of the South Pacific ,NA,neutral,0,0
2636,"RT @TheAceQuinn: Welcome to Canada  Retweet this, need to find some warmth cause its getting freezing here  ; @EdendaleStudios ","welcome, warmth, freezing",positive,2,1
2637,"RT @brown_chipper: I know he s paid to win football games at this University, but I will stand behind this kind of leadership always. He is ",win,positive,1,0
2638,RT @evrimagaci: Bu foto rafta 2012 y l  Wellcome Foto raf l k  d l 'n  kazanan bir canl  beyin foto raf n  g rmektesiniz. ;;University Col ,NA,neutral,0,0
2639,@fabledotjpeg @glass_jonathan (Gaaargh....) Then why the heck was she even admitted in a British College in the fir  ,heck,negative,0,1
2640,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2641,"RT @CanEmbCuba: If your company is interested in meeting with Canadian businesses present at #FIHAV2019, send us an email at havan-td@inter ",NA,neutral,0,0
2642, &gt;Not sure if it's because we have a good camera here or a lot of wrecks happen here...but we do see a lot of them  ,good,positive,1,0
2643,RT @Lelee702: University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"awesome, great",positive,2,0
2644,"RT @sjuhawknews: President Reed apologizes to university Public Safety officers after two were recently called the n-word. ""We do see you, ",NA,neutral,0,0
2645,RT @free_taheri: Nov 4th: 15th day of Saha Mortezai's sit-in at university campus in protest to being denied #PhD enrolment because of her ,"protest, denied",negative,0,2
2646,Tulane University President Emeritus Dr Scott Cowen:  Here Are 5 Things That Should Be Done To Impr ,NA,neutral,0,0
2647,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","poor, free",neutral,1,1
2648,RT @mdbell79: Has there ever been a university rebranding effort that didn t sound like a friendless kid trying to make a self-assigned  co ,like,positive,1,0
2649,Brilliant,brilliant,positive,1,0
2650,"RT @Parliament_Ug: Parliament has learnt that due to tuition fees increment at Makerere University, about 1000 students have discontinued s ",discontinued,negative,0,1
2651,Pathetic,pathetic,negative,0,1
2652,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2653,RT @CoffeeMen3:         !!!!))) ,NA,neutral,0,0
2654,just came back from my future university and i like it!!,like,positive,1,0
2655,RT @_JakeRussell: Fan mail is the best. #100Nationals  ;;(Letter is from Canada. Assuming he's an Expos fan.) ,NA,neutral,0,0
2656,Recalled US ambassador felt 'threatened' by Trump - BBC News  via @GoogleNews,trump,positive,1,0
2657,Dr. Alexander Ondari was returning to the USA to complete his last year as a resident physician at the University o  ,NA,neutral,0,0
2658,RT @LGaladza: It is an honour and privilege to be named Canada s ambassador to Ukraine.   tre nomm e ambassadrice du Canada aupr s de l Ukr ,privilege,positive,1,0
2659,Canada is not a real country.,NA,neutral,0,0
2660,"RT @Persona_Central: A lot of effort has been put into the story for Persona 5 Scramble: The Phantom Strikers, developing the characters an ",NA,neutral,0,0
2661,He's betting he won't be booed in Alabama.,NA,neutral,0,0
2662,This is #Canada. #racism #colonialism,NA,neutral,0,0
2663,RT @JohnOBrennan2: So it is Goodbye Central European University;and Hello Chinese Communist party???;A reminder that Hungary is a member st ,NA,neutral,0,0
2664,RT @chevymo: ... integration into CDN society ought to be a breeze (sarcasm) ... if it was even req'd ... which it isn't ... in Canada. htt ,breeze,positive,1,0
2665,"RT @JJ_McCullough: Welp, I guess I m a Wexiteer now.;;",NA,neutral,0,0
2666,@esim69 Don't forget Chris Nunn. ;,NA,neutral,0,0
2667,Where do you go to get an official university excuse??,NA,neutral,0,0
2668,"RT @AlwynFJH: Twitter I'm only telling you this b/c in the Referendum my flatmates were from NZ, Canada &amp; Australia and NONE of them knew t ",NA,neutral,0,0
2669,Excited to celebrate our friends/clients tonight at the West Canada General Counsel Awards in Vancouver with some i  ,"excited, celebrate, awards",positive,3,0
2670,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2671,"RT @th1an1: Molotovs, stones and tear gas outside the #Greek parliament in #Athens, during student protests against the government new educ ",protests,negative,0,1
2672,Top 5 Churches in Winnipeg #Canada #Manitoba #Winnipeg #travelpics #travel #walkingtours  ,top,positive,1,0
2673,RT @SGUYBRAY: Very happy with this initiative from the Pride Society at my university. Note that there's a sliding scale so that nobody is ,"happy, pride",positive,2,0
2674,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2675,RT @LeBrownE46: Quebec pt 2 here we come ,NA,neutral,0,0
2676,@HalifaxBank I raise a claim with Halifax on the 23rd of September nearly a month before my flight was due. This needs to be sorted.,NA,neutral,0,0
2677,RT @Lelee702: University of Illinois has an awesome facility. The coaching staff was great  They took time out of their busy schedule and ,"awesome, great",positive,2,0
2678,RT @LucyFlanagan70: Great hearing the local student union representative talk about how @worcester_uni packing above its punches and being ,great,positive,1,0
2679,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2680,"RT @JamesMelville: Denmark pays its students $1,000 a month to go to university and charge no tuition fees. Students are seen as an investm ",NA,neutral,0,0
2681,@HASNAT_ALI_ College or University.. Doesn't matter!;They are Muslim girls and islam doesn't allow this kanjarpana,NA,neutral,0,0
2682,RT @__Yahyaa: University security when they see you trying to enter the campus every morning ,NA,neutral,0,0
2683,RT @CJ_Toronto: How stupid do you have to be to believe anything that comes out of a Con's mouth these days? How many more examples does it ,stupid,negative,0,1
2684,"RT @edcoop5000: Hello #AB animal lovers, if you think it is wrong to poison wild animals, please take a look at this and add your voice. I ","wrong, poison, wild",negative,0,3
2685," ""Don t put a voice-activated device in line of sight of your adversary,"" [Daniel Genkin, a professor at the Univer  ",NA,neutral,0,0
2686,"RT @sugamonday: hate tweets like this. success is relative. your success could be going to university, getting your own place, getting a jo ","hate, like, success",positive,3,1
2687,101-year-old ship dislodged above Niagara Falls;;An old boat that has been stuck above Niagara Falls since 1918 dri  ,"stuck, falls",negative,0,2
2688,"Guess What the UK,Germany,France,Canada,&amp;Denmark Have in Common? OPTIONAL PRIVATE INSURANCE ",NA,neutral,0,0
2689,Chika Chiekwe presents Jalana Lewis with an award at the annual Canadian Association of Black Lawyers conference he  ,award,positive,1,0
2690,@Healthmac ,NA,neutral,0,0
2691,RT @BamaCentral: Breaking: University of Alabama Preparing for President Trump to Attend LSU Game  ,trump,positive,1,0
2692,How is university going,NA,neutral,0,0
2693,@JustinTrudeau are you listening ??? @theJagmeetSingh ? Scheer .. who cares - #elxn43 showed Canadians you &amp; Harper  ,NA,neutral,0,0
2694,RT @CU_IIJ: 1/ Today our Canadian consortium of 120 student journalists and journalists at 9 universities and 10 media companies has launch ,NA,neutral,0,0
2695,RT @urchilla01: LMAO nwanne lemme tell you a little bit about the igbo man/boy. I have a friend who was my primary school classmate. When h ,NA,neutral,0,0
2696,"RT @Persona_Central: A lot of effort has been put into the story for Persona 5 Scramble: The Phantom Strikers, developing the characters an ",NA,neutral,0,0
2697,RT @gottalovetrey: MY FAM IS MISSING FROM THE ATLANTA AREA. SHE S A STUDENT A CLARK ATLANTA UNIVERSITY!RETWEET AND SHARE PLEASE ! ,NA,neutral,0,0
2698,Pendant 8ans aussi les parents n ont pas d id es claire sur l avanc e de l enfant ? Ahbaa,NA,neutral,0,0
2699,RT @TyishaWSB: A Clark Atlanta University student vanished on Wednesday from her near-campus apartment &amp; now her family &amp; police are search ,NA,neutral,0,0
2700,Lol LSU by 100,NA,neutral,0,0
2701,RT @SimsVIP: TWITTER GIVEAWAY;;Follow &amp; RT for a chance to win one of *FIVE* #TheSims4 Discover University codes! There will be 5 differe ,win,positive,1,0
2702,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2703,Boston University set to hire anti-Israel professor - Israel National News  @afagerbakke   @HananyaNaftali   ,NA,neutral,0,0
2704,"Rhinos once roamed Yukon, according to study based on chance fossil find ",NA,neutral,0,0
2705,"Glorious corner stone, kajola, Ibadan.;Lapan nusery and primary, Kaduna ;One school like that in kakuri, I haven t  ","glorious, like",positive,2,0
2706,@sjkelty_23 too bad it s not for the US lol it s in like canada or something,"bad, like",neutral,1,1
2707,"RT @iddyiana: Definitely the Babcock in Ikorodu cuz nobody in the universe, not even Ellen G White calls Babcock University students (the o ",NA,neutral,0,0
2708,Don't miss the Exercise Professionals Workshop Series at #CSEP19! Join us this Friday and engage in sessions like D  ,"miss, like",neutral,1,1
2709,"@VeraMBergen So interesting. When I was in Singapore and had to purchase cold medicine, I was not told I needed a V  ",cold,negative,0,1
2710,"RT @UweNess: @JuliaKloeckner Fu note zum Tweet;Erick V. S. Motta et al: ""Glyphosate perturbs the gut microbiota of honey bees"" Department o ",NA,neutral,0,0
2711,RT @KKeneally: Well done to the Aussie ex-pats in Canada sponsoring refugees from Manus &amp; Nauru.  Well done @theprojecttv ;;If @PeterDutton ,well,positive,2,0
2712,RT @MouseWithTimbs: Da crib university ,NA,neutral,0,0
2713,3000mg pure CBD oil full spectrum. Share with friends and family. Ships in Canada;;#cbdheals #cbd #cbdoil  ,pure,positive,1,0
2714,"RT @eponawest: my mom just said that ""single payer is worse"" and then said that she knows it is because my grandfather got great care in ca ",great,positive,1,0
2715,RT @Enrique_Rojas1: Chris Davis y su esposa Jill donaron $3 millones de d lares al Hospital Infantil de la Universidad de Maryland. Los act ,NA,neutral,0,0
2716,RT @BamaCentral: Breaking: University of Alabama Preparing for President Trump to Attend LSU Game  ,trump,positive,1,0
2717,ADN DNA   Canada  @villedegrasse,NA,neutral,0,0
2718,"Pelosi: U.S. House close to approving trade deal with Mexico, Canada  #businessnews #energy",NA,neutral,0,0
2719,RT @CompugenInc: Help your students discover their post-secondary pathways while competing to win amazing prizes like a ViewSonic ViewBoard ,"win, amazing, like",positive,3,0
2720,"RT @s_grenier: Very proud of all our Peer Supporters across Nova Scotia who every day, leverage their lived experience and as Steve put's i ","proud, leverage",positive,2,0
2721,"RT @SuzanneLepage1: Happy day to all animal lovers ;Deer in the Snow ~ Qu bec, Canada; by: @alftown [IG] ",happy,positive,1,0
2722,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2723,@RamenhaeMXMB @OfficialMonstaX @STARSHIPent Canada  ;#MonbebeWontBackDown  # _ _ _ ,NA,neutral,0,0
2724,RT @BeckleyPrep: Congrats to our very own 2020 F Cameron Stitt on his offer from High Point University! #GoSwarm #GoPanthers   ,NA,neutral,0,0
2725,Macron n est pas  pargn  au Canada...,NA,neutral,0,0
2726,"RT @atrupar: he's just going to keep going to various sporting events until he gets cheered, isn't he? ",NA,neutral,0,0
2727,@empsterdempster i can t believe greg best fucking killed the Oglethorpe University Singers wtf....,"best, fucking, killed",negative,1,2
2728,"Mark your calendars for this Thursday, friends. It's time for Fiesta Crave in the Deacon Jones Dining Hall! This el  ",NA,neutral,0,0
2729,RT @ani5_a: University really fucks with your mental health. Check on your friends. Some are really going through it and have no one to tal ,NA,neutral,0,0
2730,I like to do a year in review with my farm club and ask 'what would you've changed this year?' One stood out today  ,like,positive,1,0
2731,"RT @Kilgore_Trout2: Entrepreneurial environment, the way things use to be;;Before there were unicorns....;;Before the competitions &amp; the pr ",NA,neutral,0,0
2732,@Gilles_E_Petit @AndrewScheer @ElizabethMay @Canada how the hell did you even get to a conspiracy theory.....;;seri  ,"hell, conspiracy",negative,0,2
2733,A fonts round on #university challenge and now there s a programme about BEARS ;;What a time to be alive.,NA,neutral,0,0
2734,RT @travisakers: JUST IN: My joke has become reality.;;Alabama is making preparations for President Trump to attend the Alabama/LSU game. h ,"joke, trump",neutral,1,1
2735,"RT @TorontoStar: THREAD: How corrosive water, legacy lead plumbing, and dated testing methods have created hidden lead hot spots across Can ","corrosive, lead, hot",positive,3,1
2736,RT @Quintonowens80: Blessed to receive an offer from Sam Houston state university  ,NA,neutral,0,0
2737,"RT @GregRubini: 10. in 2005, the ""whistleblower"" Eric Ciaramella led a protest against the firing of an Arabic professor at Yale University ","led, protest",neutral,1,1
2738,Elizabeth May has led an entirely admirable public life. She has unfailingly pushed Canada in the right direction.  ,"led, admirable, right",positive,3,0
2739,"Stop staring at the clock every day. It's time for a new career. Follow us to view jobs with titles like ""Associate  ",like,positive,1,0
2740,"RT @JrGellein: Yes, @CBCKatie , Justin Trudeau's Liberals did kill Energy East.;They we're responsible to have Canadian Oil face an upstrea ",kill,negative,0,1
2741,"RT @Introverts4Pete:  If he wins, or finishes strong in Iowa, you will see the national polls flip on a dime. And he doesn t need the nati ",strong,positive,1,0
2742,RT @sn_love_78: @_imyourelpis_!!!!! #MonbebeWontBackDown;# _ _ _  ,NA,neutral,0,0
2743,RT @OKIGPremierLyon: 2021 Emma  Gizmo  Simonich on her Official Visit at Colorado State University this weekend. We are so excited for you ,excited,positive,1,0
2744,"RT @jen_andrella: Excited to hear this talk today! If you are on campus, you have 20 minutes to get to the Green Room in MSU s library (4 w ",excited,positive,1,0
2745,RT @niadraws: Hey I'm Nia! Senior animation student at the University of the Arts. Mainly into character design + animation + illustration ,NA,neutral,0,0
2746,RT @ButchyMcLarty: @Healthmac ,NA,neutral,0,0
2747,Congrats young lion ball out,NA,neutral,0,0
2748,RT @FanXAvril: Canada iTunes Top Albums:;;99. Head Above Water ,top,positive,1,0
2749,RT @TorontoStar:    Is there lead in your tap water? Canada-wide investigation exposes dangerous levels of toxic metal ;;,"lead, dangerous, toxic",negative,1,2
2750,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
2751,@maiazblt En vrai j'imagine quand m me le Canada un peu plus avanc  que la France mais t'as d   tre  tonn e en voyant  a haha,NA,neutral,0,0
2752,#Canada #Environment #Politics U.S. formally starts withdrawing from Paris climate agreement  ,NA,neutral,0,0
2753,RT @its_hme: BRO WHAT THE FVCK SOMEONE PUT UP POSTERS AROUND MY UNI CAMPUS ABOUT WONHO FKCKGIVIFKDIV UNIVERSITY MBB WHERE YALL AT I WANNA B ,NA,neutral,0,0
2754,RT @Lwasas_child: Makerere University is seeing a blank tweet ,NA,neutral,0,0
2755,RT @nashhboogie: This is a Bloomsburg University student who works for the football team! This video is so disgusting and another reason wh ,"works, disgusting",neutral,1,1
