Source,Author,Title,Description,URL,Published At,Content
Yahoo.com,By Phil Stewart,U.S. defense secretary fires Navy chief over handling of SEAL saga,"U.S. Defense Secretary Mark Esper fired the Navy's top civilian after losing confidence in him over his handling of the high-profile case of a Navy SEAL convicted of battlefield misconduct in Iraq, the Pentagon said on Sunday. Esper also determined that the s ",https://news.yahoo.com/white-house-let-peer-review-192226709.html,2019-11-24T19:22:26Z,"By Phil Stewart;WASHINGTON (Reuters) - U.S. Defense Secretary Mark Esper fired the Navy's top civilian on Sunday over his handling of the case of a Navy SEAL who was convicted of battlefield misconduct in Iraq and later won the support of President Donald Tr  [+3299 chars]"
The New York Times,Cornelia Dean,"Victoria Braithwaite, Who Said Fish Feel Pain, Dies at 52","In two research papers and a book, Dr. Braithwaite made the case that fish react to unpleasant stimuli and argued that they be treated humanely.",https://www.nytimes.com/2019/11/01/science/victoria-braithwaite-dead.html,2019-11-01T21:34:12Z,"One of those scientists, Robert Arlinghaus, an expert on fish and fisheries with appointments at Humboldt University and the Leibniz Institute of Freshwater Ecology and Inland Fisheries, both in Berlin, said in an email that Dr. Braithwaite was an outstanding  [+1307 chars]"
Marketwatch.com,William Watts,Market Snapshot: Stock-index futures point slightly higher amid positive trade developments,"Stock-index futures point to a slightly higher start for Wall Street Monday, as investors remain attuned to developments in U.S.-China trade talks.",https://www.marketwatch.com/story/stock-index-futures-point-slightly-higher-amid-positive-trade-developments-2019-11-25,2019-11-25T12:42:14Z,"Stock-index futures pointed to a slightly higher start for Wall Street Monday as investors remain attuned to developments in the U.S.-China trade relationship.;Futures on the Dow Jones Industrial Average ;YMZ19, +0.24%; rose 66 points, or 0.2%, to 27,928,   [+3216 chars]"
Vox.com,Alex Ward,Trump and the Navy are on a collision course,Trump s meddling in Eddie Gallagher s war-crimes case may lead Navy Secretary Richard Spencer to resign.,https://www.vox.com/2019/11/23/20979485/eddie-gallagher-navy-spencer-resign,2019-11-23T21:30:58Z,"Secretary of the Navy, Richard Spencer, testifies during a Senate Armed Services Committee hearing on Navy readiness on April 9, 2019 in Washington, DC. | Alex Edelman/Getty Images Trump s meddling in a war-crimes case may lead top Navy officials to resign. H  [+3746 chars]"
Indianexpress.com,Reuters,US Navy Secretary says he did not threaten to resign in dispute with Trump,"On Saturday, Spencer said ""good order and discipline is also obeying orders from the president of the United States,"" and he said that he hopes ""to contribute going forward"" in his role.",https://indianexpress.com/article/world/us-navy-secretary-says-he-did-not-threaten-to-resign-in-dispute-with-trump-6134529/,2019-11-24T08:23:35Z," There seem to be rumors out there that I threatened to resign. I have not threatened to resign,  Spencer told reporters at a security conference in Halifax.;The US Navy Secretary said on Saturday he did not threaten to resign amid a disagreement with Presid  [+2377 chars]"
Reuters,Reuters Editorial,U.S. and China can still clinch phase 1 deal by end year: U.S. national security adviser,"United States national security adviser Robert O'Brien said on Saturday that a phase 1 trade agreement with China is still possible by the end of the year, while warning that President Donald Trump would not turn a blind eye to what happens in Hong Kong.",https://www.reuters.com/article/us-usa-trade-china-idUSKBN1XX0L8,2019-11-23T18:06:07Z,"HALIFAX, Nova Scotia (Reuters) - United States national security adviser Robert O Brien said on Saturday that a phase 1 trade agreement with China is still possible by the end of the year, while warning that President Donald Trump would not turn a blind eye t  [+465 chars]"
CBC News,Murray Brewster,How we talk about China - and why it matters,"The West still hasn't come to a consensus on how to talk about China. Friendly trading partner? Aggressive economic rival? Geopolitical adversary? The confusion over terms matters, because the words countries use to describe China indicate how they intend to  ",https://www.cbc.ca/news/politics/china-u-s-sajjan-uighur-halifax-international-security-forum-1.5372856,2019-11-26T09:00:00Z,"In both war and diplomacy, language matters.;And if one thing was evident from the flood of words coming out of the Halifax International Security Forum last weekend, it's that western democracies, despite their vows to uphold human rights, have no common la  [+4385 chars]"
Gearpatrol.com,Tanner Bowden,When Does a Tiny Tool Stop Being Useful?,"The smallest multi-tools can hang with your keys, but when does a tool become so tiny that it's no longer useful? We tested five to find out.",https://gearpatrol.com/2019/10/29/are-tiny-tools-useful/,2019-10-29T13:37:37Z,"Remember when the modus operandi of every tech company was to make everything smaller? Apple s recent killing off of its endling iPhone SE marked the end of that era, but while pocket space is increasingly taken up by phones, other items, including multi-tool  [+6833 chars]"
Mindful.org,Mindful Staff,Director of Operations,"Come join the dynamic team at Mindful a mission-driven media company that is dedicated to sharing mindfulness and meditation practices to support good health, positive relationships and a more compassionate society. We publish Mindful Magazine and direct its  ",https://www.mindful.org/director-of-operations/,2019-10-31T17:10:12Z,"Come join the dynamic team at Mindfula mission-driven media company that is dedicated to sharing mindfulness and meditation practices to support good health, positive relationships and a more compassionate society. We publish Mindful Magazine and direct its a  [+2846 chars]"
Politico,Ryan Heath,Trump national security adviser won t say if president will sign Hong Kong bill,"But, Robert O'Brien said, ""I d be very surprised if that bill does not become law soon. ",https://www.politico.com/news/2019/11/23/robert-obrien-trump-hong-kong-bill-073116,2019-11-23T18:25:13Z,"If it werent for me, Hong Kong would have been obliterated in 14 minutes, Trump told the hosts of Fox &amp; Friends. ;And he said he had warned Chinese leader Xi Jinping not to crack down on the protesters, which Beijing describes as rioters and criminals. H  [+5928 chars]"
Sandiegouniontribune.com,Andrew Dyer,Denies report he threatened to resign...,"Denies report he threatened to resign... (Second column, 2nd story, link ) Related stories: Secretary of Navy says Trump tweet is not formal order...",https://www.sandiegouniontribune.com/news/military/story/2019-11-23/navy-leaders-reportedly-threatened-to-resign-or-be-fired-over-trump-interference-in-gallagher-review,2019-11-24T01:46:37Z,"U.S. Navy Secretary Richard Spencer denied a New York Times report Saturday that he had threatened to resign or be fired if President Donald Trump intervenes to stop an administrative review of a SEAL at the center of a botched war crimes court-martial.;Spen  [+3810 chars]"
Yahoo.com,NaN,Navy secretary denies threatening to resign over Trump's intervention in Eddie Gallagher case,"""We're here to talk about external threats, and Eddie Gallagher is not one of them,"" the secretary quipped at a defense forum in Halifax, Nova Scotia.",https://news.yahoo.com/navy-secretary-denies-threatening-resign-213106918.html,2019-11-23T21:31:06Z,NaN
Dealnews.com,NaN,Revelstoke Men's Halifax Waterproof Zipper-Ankle Snow Boots for $21 w/ $4 Rakuten points + $9.99 s&h,"Thanks to the included $4 in Rakuten points, that's about half of what you'd pay at other BHFO storefronts. Buy Now at Rakuten Tips Sold by BHFO via Rakuten. Use code ""APPAREL15"" to get this discount. You'll get $4.20 in Rakuten Super points. Check out more d ",https://www.dealnews.com/Revelstoke-Mens-Halifax-Waterproof-Zipper-Ankle-Snow-Boots-for-21-w-4-Rakuten-points-9.99-s-h/18216019.html,2019-11-15T20:14:46Z,"Shop a variety of men's shoes, from brands like Cole Haan, Dr. Martens, Bruno Magli, and more. Shop Now at Nordstrom Rack"
Variety.com,Shirley Halperin,Scooby-Doo Live Theater Tour Is Goofy Dane s Latest Adventure,"From its 1969 start as a Saturday morning kids mystery cartoon series  Scooby-Doo, Where Are You!  starring its titular, talking Great Dane and his four teenaged friends, has made adventure its staple. Once Hanna-Barbera s successor, Warner Bros. Animation, t ",https://variety.com/2019/legit/news/scooby-doo-live-theater-tour-lost-city-gold-1203400089/,2019-11-12T15:00:53Z,"From its 1969 start as a Saturday morning kids mystery cartoon series  Scooby-Doo, Where Are You!  starring its titular, talking Great Dane and his four teenaged friends, has made adventure its staple. Once Hanna-Barbera s successor, Warner Bros. Animation, t  [+2462 chars]"
The New York Times,NaN,Canada's Use of Huawei 5G Tech Would Impact U.S. Intelligence Sharing With Canada: U.S. National Security Adviser - The New York Times,"The U.S. national security adviser urged Canada on Saturday not to use Huawei 5G technology, saying that doing so would put in jeopardy intelligence sharing with the United States and expose Canadians to being profiled by the Chinese government.",https://www.nytimes.com/reuters/2019/11/23/technology/23reuters-usa-huawei-tech-canada.html,2019-11-23T18:10:00Z,"HALIFAX, Nova Scotia The U.S. national security adviser urged Canada on Saturday not to use Huawei 5G technology, saying that doing so would put in jeopardy intelligence sharing with the United States and expose Canadians to being profiled by the Chinese gove  [+677 chars]"
Al Jazeera English,Al Jazeera,US Navy secretary says Trump tweet not a formal order,"Trump must issue formal order to stop review of Edward Gallagher, who was acquitted of war crimes, Richard Spencer says.",https://www.aljazeera.com/news/2019/11/navy-secretary-trump-tweet-formal-order-191124091027410.html,2019-11-24T10:17:24Z,"The secretary of the US Navy has said he does not consider a Twitter post by President Donald Trump an order and would need a formal order to stop a review of a sailor who could lose his status as a member of its elite SEAL commando unit.;Trump on Thursday t  [+3067 chars]"
